"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation"
"Atp6v0a1","ENSMUSG00000019302","ATP6V0A1","ENSG00000033627","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atp6v0b","ENSMUSG00000033379","ATP6V0B","ENSG00000117410","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atp6v1h","ENSMUSG00000033793","ATP6V1H","ENSG00000047249","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atp7a","ENSMUSG00000033792","ATP7A","ENSG00000165240","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atp7b","ENSMUSG00000006567","ATP7B","ENSG00000123191","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atp8b2","ENSMUSG00000060671","ATP8B2","ENSG00000143515","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atp9b","ENSMUSG00000024566","ATP9B","ENSG00000166377","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atr","ENSMUSG00000032409","ATR","ENSG00000175054","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atrnl1","ENSMUSG00000054843","ATRNL1","ENSG00000107518","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atrx","ENSMUSG00000031229","ATRX","ENSG00000085224","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atxn10","ENSMUSG00000016541","ATXN10","ENSG00000130638","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atxn2","ENSMUSG00000042605","ATXN2","ENSG00000204842","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atxn2l","ENSMUSG00000032637","ATXN2L","ENSG00000168488","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atxn3","ENSMUSG00000021189","ATXN3","ENSG00000066427","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Atxn7l2","ENSMUSG00000048997","ATXN7L2","ENSG00000162650","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Aup1","ENSMUSG00000068328","AUP1","ENSG00000115307","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Auts2","ENSMUSG00000029673","AUTS2","ENSG00000158321","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Avl9","ENSMUSG00000029787","AVL9","ENSG00000105778","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"AW549877","ENSMUSG00000041935","C5orf51","ENSG00000205765","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Axl","ENSMUSG00000002602","AXL","ENSG00000167601","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Azi2","ENSMUSG00000039285","AZI2","ENSG00000163512","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"B230219D22Rik","ENSMUSG00000045767","C5orf24","ENSG00000181904","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"B2m","ENSMUSG00000060802","B2M","ENSG00000166710","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"B3galt1","ENSMUSG00000034780","B3GALT1","ENSG00000172318","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"B4galt3","ENSMUSG00000052423","B4GALT3","ENSG00000158850","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bach1","ENSMUSG00000025612","BACH1","ENSG00000156273","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bach2","ENSMUSG00000040270","BACH2","ENSG00000112182","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bag6","ENSMUSG00000024392","BAG6","ENSG00000204463","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Baiap2","ENSMUSG00000025372","BAIAP2","ENSG00000175866","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Baiap2l1","ENSMUSG00000038859","BAIAP2L1","ENSG00000006453","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Banp","ENSMUSG00000025316","BANP","ENSG00000172530","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Basp1","ENSMUSG00000045763","BASP1","ENSG00000176788","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Baz1b","ENSMUSG00000002748","BAZ1B","ENSG00000009954","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Baz2a","ENSMUSG00000040054","BAZ2A","ENSG00000076108","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Baz2b","ENSMUSG00000026987","BAZ2B","ENSG00000123636","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bbs9","ENSMUSG00000035919","BBS9","ENSG00000122507","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"BC004004","ENSMUSG00000052712","C6orf89","ENSG00000198663","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcan","ENSMUSG00000004892","BCAN","ENSG00000132692","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcap31","ENSMUSG00000002015","BCAP31","ENSG00000185825","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcar1","ENSMUSG00000031955","BCAR1","ENSG00000050820","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcas3","ENSMUSG00000059439","BCAS3","ENSG00000141376","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcl2","ENSMUSG00000057329","BCL2","ENSG00000171791","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcl2l1","ENSMUSG00000007659","BCL2L1","ENSG00000171552","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcl7c","ENSMUSG00000030814","BCL7C","ENSG00000099385","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcl9","ENSMUSG00000038256","BCL9","ENSG00000116128","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcl9l","ENSMUSG00000063382","BCL9L","ENSG00000186174","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bcor","ENSMUSG00000040363","BCOR","ENSG00000183337","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bdp1","ENSMUSG00000049658","BDP1","ENSG00000145734","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bend4","ENSMUSG00000092060","BEND4","ENSG00000188848","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bicd2","ENSMUSG00000037933","BICD2","ENSG00000185963","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bid","ENSMUSG00000004446","BID","ENSG00000015475","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bin1","ENSMUSG00000024381","BIN1","ENSG00000136717","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Birc2","ENSMUSG00000057367","BIRC2","ENSG00000110330","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Birc6","ENSMUSG00000024073","BIRC6","ENSG00000115760","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Blcap","ENSMUSG00000067787","BLCAP","ENSG00000166619","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bloc1s2","ENSMUSG00000057506","BLOC1S2","ENSG00000196072","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bmp1","ENSMUSG00000022098","BMP1","ENSG00000168487","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bmpr2","ENSMUSG00000067336","BMPR2","ENSG00000204217","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bnc2","ENSMUSG00000028487","BNC2","ENSG00000173068","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bop1","ENSMUSG00000022557","BOP1","ENSG00000261236","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bora","ENSMUSG00000022070","BORA","ENSG00000136122","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bphl","ENSMUSG00000038286","BPHL","ENSG00000137274","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bptf","ENSMUSG00000040481","BPTF","ENSG00000171634","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Braf","ENSMUSG00000002413","BRAF","ENSG00000157764","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brd1","ENSMUSG00000022387","BRD1","ENSG00000100425","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brd2","ENSMUSG00000024335","BRD2","ENSG00000204256","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brd4","ENSMUSG00000024002","BRD4","ENSG00000141867","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brd8","ENSMUSG00000003778","BRD8","ENSG00000112983","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brd9","ENSMUSG00000057649","BRD9","ENSG00000028310","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bri3","ENSMUSG00000047843","BRI3","ENSG00000164713","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brinp2","ENSMUSG00000004031","BRINP2","ENSG00000198797","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brox","ENSMUSG00000046836","BROX","ENSG00000162819","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brsk2","ENSMUSG00000053046","BRSK2","ENSG00000174672","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Brwd1","ENSMUSG00000022914","BRWD1","ENSG00000185658","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bsg","ENSMUSG00000023175","BSG","ENSG00000172270","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Btaf1","ENSMUSG00000040565","BTAF1","ENSG00000095564","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Btbd3","ENSMUSG00000062098","BTBD3","ENSG00000132640","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Btbd7","ENSMUSG00000041702","BTBD7","ENSG00000011114","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Btbd9","ENSMUSG00000062202","BTBD9","ENSG00000183826","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Btg3","ENSMUSG00000022863","BTG3","ENSG00000154640","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Btrc","ENSMUSG00000025217","BTRC","ENSG00000166167","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bub3","ENSMUSG00000066979","BUB3","ENSG00000154473","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bzw1","ENSMUSG00000051223","BZW1","ENSG00000082153","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Bzw2","ENSMUSG00000020547","BZW2","ENSG00000136261","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"C1galt1","ENSMUSG00000042460","C1GALT1","ENSG00000106392","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"C2cd3","ENSMUSG00000047248","C2CD3","ENSG00000168014","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"C2cd5","ENSMUSG00000030279","C2CD5","ENSG00000111731","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"C87436","ENSMUSG00000046679","C2orf42","ENSG00000115998","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cab39","ENSMUSG00000036707","CAB39","ENSG00000135932","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cabin1","ENSMUSG00000020196","CABIN1","ENSG00000099991","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cables2","ENSMUSG00000038990","CABLES2","ENSG00000149679","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cabp1","ENSMUSG00000029544","CABP1","ENSG00000157782","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cacna1a","ENSMUSG00000034656","CACNA1A","ENSG00000141837","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cacna1b","ENSMUSG00000004113","CACNA1B","ENSG00000148408","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cacna1c","ENSMUSG00000051331","CACNA1C","ENSG00000151067","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cacng3","ENSMUSG00000066189","CACNG3","ENSG00000006116","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cacul1","ENSMUSG00000033417","CACUL1","ENSG00000151893","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cad","ENSMUSG00000013629","CAD","ENSG00000084774","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cadm1","ENSMUSG00000032076","CADM1","ENSG00000182985","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Calm2","ENSMUSG00000036438","CALM2","ENSG00000143933","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camk1","ENSMUSG00000030272","CAMK1","ENSG00000134072","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camk1d","ENSMUSG00000039145","CAMK1D","ENSG00000183049","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camk2b","ENSMUSG00000057897","CAMK2B","ENSG00000058404","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camk2g","ENSMUSG00000021820","CAMK2G","ENSG00000148660","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camkmt","ENSMUSG00000071037","CAMKMT","ENSG00000143919","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camsap1","ENSMUSG00000026933","CAMSAP1","ENSG00000130559","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camsap2","ENSMUSG00000041570","CAMSAP2","ENSG00000118200","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camsap3","ENSMUSG00000044433","CAMSAP3","ENSG00000076826","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Camta1","ENSMUSG00000014592","CAMTA1","ENSG00000171735","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cand1","ENSMUSG00000020114","CAND1","ENSG00000111530","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Canx","ENSMUSG00000020368","CANX","ENSG00000127022","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Capn5","ENSMUSG00000035547","CAPN5","ENSG00000149260","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Capzb","ENSMUSG00000028745","CAPZB","ENSG00000077549","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Carm1","ENSMUSG00000032185","CARM1","ENSG00000142453","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Carnmt1","ENSMUSG00000024726","CARNMT1","ENSG00000156017","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cars","ENSMUSG00000010755","CARS1","ENSG00000110619","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cars2","ENSMUSG00000056228","CARS2","ENSG00000134905","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Casc3","ENSMUSG00000078676","CASC3","ENSG00000108349","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cask","ENSMUSG00000031012","CASK","ENSG00000147044","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Caskin1","ENSMUSG00000033597","CASKIN1","ENSG00000167971","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Casp8","ENSMUSG00000026029","CASP8","ENSG00000064012","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cbfa2t2","ENSMUSG00000038533","CBFA2T2","ENSG00000078699","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cbfa2t3","ENSMUSG00000006362","CBFA2T3","ENSG00000129993","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cbfb","ENSMUSG00000031885","CBFB","ENSG00000067955","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cbx4","ENSMUSG00000039989","CBX4","ENSG00000141582","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cbx5","ENSMUSG00000009575","CBX5","ENSG00000094916","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cbx6","ENSMUSG00000089715","CBX6","ENSG00000183741","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cbx7","ENSMUSG00000053411","CBX7","ENSG00000100307","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cbx8","ENSMUSG00000025578","CBX8","ENSG00000141570","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccar1","ENSMUSG00000020074","CCAR1","ENSG00000060339","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc136","ENSMUSG00000029769","CCDC136","ENSG00000128596","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc34","ENSMUSG00000027160","CCDC34","ENSG00000109881","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc38","ENSMUSG00000036168","CCDC38","ENSG00000165972","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc50","ENSMUSG00000038127","CCDC50","ENSG00000152492","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc57","ENSMUSG00000048445","CCDC57","ENSG00000176155","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc6","ENSMUSG00000048701","CCDC6","ENSG00000108091","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc66","ENSMUSG00000046753","CCDC66","ENSG00000180376","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc71","ENSMUSG00000049305","CCDC71","ENSG00000177352","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccdc93","ENSMUSG00000026339","CCDC93","ENSG00000125633","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccnl1","ENSMUSG00000027829","CCNL1","ENSG00000163660","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccnt1","ENSMUSG00000011960","CCNT1","ENSG00000129315","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccny","ENSMUSG00000024286","CCNY","ENSG00000108100","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ccser2","ENSMUSG00000058690","CCSER2","ENSG00000107771","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cct5","ENSMUSG00000022234","CCT5","ENSG00000150753","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cct7","ENSMUSG00000030007","CCT7","ENSG00000135624","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cct8","ENSMUSG00000025613","CCT8","ENSG00000156261","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cd2ap","ENSMUSG00000061665","CD2AP","ENSG00000198087","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cd44","ENSMUSG00000005087","CD44","ENSG00000026508","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cd46","ENSMUSG00000016493","CD46","ENSG00000117335","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cd47","ENSMUSG00000055447","CD47","ENSG00000196776","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cd81","ENSMUSG00000037706","CD81","ENSG00000110651","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cd9","ENSMUSG00000030342","CD9","ENSG00000010278","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdc123","ENSMUSG00000039128","CDC123","ENSG00000151465","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdc16","ENSMUSG00000038416","CDC16","ENSG00000130177","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdc37l1","ENSMUSG00000024780","CDC37L1","ENSG00000106993","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdc42","ENSMUSG00000006699","CDC42","ENSG00000070831","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdc42bpa","ENSMUSG00000026490","CDC42BPA","ENSG00000143776","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdc42bpb","ENSMUSG00000021279","CDC42BPB","ENSG00000198752","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdc73","ENSMUSG00000026361","CDC73","ENSG00000134371","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdh2","ENSMUSG00000024304","CDH2","ENSG00000170558","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdk12","ENSMUSG00000003119","CDK12","ENSG00000167258","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdk13","ENSMUSG00000041297","CDK13","ENSG00000065883","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdk16","ENSMUSG00000031065","CDK16","ENSG00000102225","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdk17","ENSMUSG00000020015","CDK17","ENSG00000059758","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdk19","ENSMUSG00000038481","CDK19","ENSG00000155111","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdk5rap2","ENSMUSG00000039298","CDK5RAP2","ENSG00000136861","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdk8","ENSMUSG00000029635","CDK8","ENSG00000132964","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdkal1","ENSMUSG00000006191","CDKAL1","ENSG00000145996","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cdkl3","ENSMUSG00000020389","CDKL3","ENSG00000006837","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cds2","ENSMUSG00000058793","CDS2","ENSG00000101290","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Celf1","ENSMUSG00000005506","CELF1","ENSG00000149187","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Celf2","ENSMUSG00000002107","CELF2","ENSG00000048740","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Celf3","ENSMUSG00000028137","CELF3","ENSG00000159409","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Celf4","ENSMUSG00000024268","CELF4","ENSG00000101489","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Celsr2","ENSMUSG00000068740","CELSR2","ENSG00000143126","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Celsr3","ENSMUSG00000023473","CELSR3","ENSG00000008300","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cep128","ENSMUSG00000061533","CEP128","ENSG00000100629","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cep170","ENSMUSG00000057335","CEP170","ENSG00000143702","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cep192","ENSMUSG00000024542","CEP192","ENSG00000101639","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cep250","ENSMUSG00000038241","CEP250","ENSG00000126001","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cep295","ENSMUSG00000046111","CEP295","ENSG00000166004","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cep350","ENSMUSG00000033671","CEP350","ENSG00000135837","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cep78","ENSMUSG00000041491","CEP78","ENSG00000148019","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cep85","ENSMUSG00000037443","CEP85","ENSG00000130695","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cerk","ENSMUSG00000035891","CERK","ENSG00000100422","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cers5","ENSMUSG00000023021","CERS5","ENSG00000139624","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cfap20","ENSMUSG00000031796","CFAP20","ENSG00000070761","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cfap74","ENSMUSG00000078490","CFAP74","ENSG00000142609","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Cftr","ENSMUSG00000041301","CFTR","ENSG00000001626","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chac1","ENSMUSG00000027313","CHAC1","ENSG00000128965","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Champ1","ENSMUSG00000047710","CHAMP1","ENSG00000198824","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chchd3","ENSMUSG00000053768","CHCHD3","ENSG00000106554","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chd1","ENSMUSG00000023852","CHD1","ENSG00000153922","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chd1l","ENSMUSG00000028089","CHD1L","ENSG00000131778","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chd2","ENSMUSG00000078671","CHD2","ENSG00000173575","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chd6","ENSMUSG00000057133","CHD6","ENSG00000124177","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chd7","ENSMUSG00000041235","CHD7","ENSG00000171316","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chd8","ENSMUSG00000053754","CHD8","ENSG00000100888","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chd9","ENSMUSG00000056608","CHD9","ENSG00000177200","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chek1","ENSMUSG00000032113","CHEK1","ENSG00000149554","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Chfr","ENSMUSG00000014668","CHFR","ENSG00000072609","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
