"","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_name","gene_status","gene_type","talon_gene","havana_gene","hgnc_id","level","remap_num_mappings","remap_status","remap_target_status","transcript_id","transcript_status","transcript_name","talon_transcript","NNC_transcript","exon_number","exon_id","talon_exon","exon_status","ont","remap_original_location","source.1","tag","NIC_transcript","ISM.prefix_to_IDs","ISM.prefix_transcript","ISM_to_IDs","ISM_transcript","ISM.suffix_to_IDs","ISM.suffix_transcript","transcript_type","havana_transcript","transcript_support_level","gencode_gene_status","remap_substituted_missing_target","gencode_transcript_status","ccdsid","protein_id","genomic_transcript","intergenic_novel","intergenic_transcript","antisense_gene","gene_antisense_to_IDs","antisense_transcript"
"65","chr1",16587496,16587661,166,"-","TALON","exon",NA,NA,"ENSG00000037637.11_5","FBXO42","KNOWN","protein_coding","564",NA,NA,NA,NA,NA,NA,"TALONT001068844","NOVEL","TALONT001068844","1068844",NA,"5","1068955","1068955","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","chr1",16799527,16800569,1043,"-","TALON","exon",NA,NA,"ENSG00000080947.15_4","CROCCP3","KNOWN","transcribed_unprocessed_pseudogene","570",NA,NA,NA,NA,NA,NA,"TALONT000265060","NOVEL","TALONT000265060","265060",NA,"13","1072203","1072203","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","chr1",16922276,16924175,1900,"-","TALON","exon",NA,NA,"ENSG00000219481.10_4","NBPF1","KNOWN","protein_coding","579",NA,NA,NA,NA,NA,NA,"TALONT000267466","NOVEL","TALONT000267466","267466",NA,"3","1075775","1075775","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","chr1",16971006,16971141,136,"-","TALON","exon",NA,NA,"ENSG00000219481.10_4","NBPF1","KNOWN","protein_coding","579",NA,NA,NA,NA,NA,NA,"TALONT001083304","NOVEL","TALONT001083304","1083304",NA,"1","1078025","1078025","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","chr1",16951399,16951427,29,"-","TALON","exon",NA,NA,"ENSG00000219481.10_4","NBPF1","KNOWN","protein_coding","579",NA,NA,NA,NA,NA,NA,"TALONT001083513","NOVEL","TALONT001083513","1083513",NA,"13","2381618","2381618","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","chr1",16959102,16959264,163,"-","TALON","exon",NA,NA,"ENSG00000215908.10_4","CROCCP2","KNOWN","transcribed_unprocessed_pseudogene","581",NA,NA,NA,NA,NA,NA,"TALONT000268909","NOVEL","TALONT000268909","268909",NA,"4","1077777","1077777","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","chr1",16994019,16995469,1451,"+","TALON","exon",NA,NA,"ENSG00000282143.1_6","AL137798.2","KNOWN","lncRNA","584",NA,NA,NA,NA,NA,NA,"TALONT000269581","NOVEL","TALONT000269581","269581",NA,"1","1078654","1078654","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","chr1",16996159,16996608,450,"+","TALON","exon",NA,NA,"ENSG00000282143.1_6","AL137798.2","KNOWN","lncRNA","584",NA,NA,NA,NA,NA,NA,"TALONT000269581","NOVEL","TALONT000269581","269581",NA,"2","1078655","1078655","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","chr1",17204288,17204293,6,"+","TALON","exon",NA,NA,"ENSG00000058453.17_4","CROCC","KNOWN","protein_coding","594",NA,NA,NA,NA,NA,NA,"TALONT002395314","NOVEL","TALONT002395314","2395314",NA,"2","4827827","4827827","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","chr1",17058606,17058821,216,"-","TALON","exon",NA,NA,"ENSG00000186715.11_4","MST1L","KNOWN","transcribed_unprocessed_pseudogene","597",NA,NA,NA,NA,NA,NA,"TALONT000269583","NOVEL","TALONT000269583","269583",NA,"2","1078661","1078661","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","chr1",17061835,17062484,650,"-","TALON","exon",NA,NA,"ENSG00000186715.11_4","MST1L","KNOWN","transcribed_unprocessed_pseudogene","597",NA,NA,NA,NA,NA,NA,"TALONT000269591","NOVEL","TALONT000269591","269591",NA,"2","1078688","1078688","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","chr1",17063846,17064295,450,"-","TALON","exon",NA,NA,"ENSG00000186715.11_4","MST1L","KNOWN","transcribed_unprocessed_pseudogene","597",NA,NA,NA,NA,NA,NA,"TALONT001085025","NOVEL","TALONT001085025","1085025",NA,"2","2384219","2384219","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","chr1",17204276,17205638,1363,"+","TALON","exon",NA,NA,"ENSG00000228549.4_8","BX284668.2","KNOWN","lncRNA","601",NA,NA,NA,NA,NA,NA,"TALONT002395312","NOVEL","TALONT002395312","2395312",NA,"2","4827822","4827822","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","chr1",17220468,17221898,1431,"-","TALON","exon",NA,NA,"ENSG00000238142.2_7","BX284668.5","KNOWN","lncRNA","602",NA,NA,NA,NA,NA,NA,"TALONT000269662","NOVEL","TALONT000269662","269662",NA,"1","1078786","1078786","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","chr1",17865693,17865933,241,"+","TALON","exon",NA,NA,"ENSG00000074964.17_4","ARHGEF10L","KNOWN","protein_coding","625",NA,NA,NA,NA,NA,NA,"TALONT000271026","NOVEL","TALONT000271026","271026",NA,"1","1080887","1080887","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","chr1",18434072,18434152,81,"+","TALON","exon",NA,NA,"ENSG00000117154.12_4","IGSF21","KNOWN","protein_coding","630",NA,NA,NA,NA,NA,NA,"TALONT001089928","NOVEL","TALONT001089928","1089928",NA,"1","2391974","2391974","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","chr1",19532149,19532929,781,"-","TALON","exon",NA,NA,"ENSG00000127481.15_5","UBR4","KNOWN","protein_coding","645",NA,NA,NA,NA,NA,NA,"TALONT000272731","NOVEL","TALONT000272731","272731",NA,"2","1083323","1083323","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","chr1",20833218,20833339,122,"-","TALON","exon",NA,NA,"ENSG00000090432.7_4","MUL1","KNOWN","protein_coding","691",NA,NA,NA,NA,NA,NA,"TALONT000275674","NOVEL","TALONT000275674","275674",NA,"2","1087884","1087884","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","chr1",20870484,20870586,103,"-","TALON","exon",NA,NA,"ENSG00000090432.7_4","MUL1","KNOWN","protein_coding","691",NA,NA,NA,NA,NA,NA,"TALONT000275702","NOVEL","TALONT000275702","275702",NA,"2","1087938","1087938","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","chr1",20964622,20964622,1,"+","TALON","exon",NA,NA,"ENSG00000158828.8_4","PINK1","KNOWN","protein_coding","695",NA,NA,NA,NA,NA,NA,"TALONT000276110","NOVEL","TALONT000276110","276110",NA,"1","1088557","1088557","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","chr1",21080484,21081897,1414,"-","TALON","exon",NA,NA,"ENSG00000127483.19_5","HP1BP3","KNOWN","protein_coding","703",NA,NA,NA,NA,NA,NA,"TALONT000279756","NOVEL","TALONT000279756","279756",NA,"9","1094011","1094011","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","chr1",21080601,21081897,1297,"-","TALON","exon",NA,NA,"ENSG00000127483.19_5","HP1BP3","KNOWN","protein_coding","703",NA,NA,NA,NA,NA,NA,"TALONT000279800","NOVEL","TALONT000279800","279800",NA,"9","1094050","1094050","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","chr1",21080601,21081997,1397,"-","TALON","exon",NA,NA,"ENSG00000127483.19_5","HP1BP3","KNOWN","protein_coding","703",NA,NA,NA,NA,NA,NA,"TALONT001110215","NOVEL","TALONT001110215","1110215",NA,"9","1094047","1094047","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","chr1",21080704,21081897,1194,"-","TALON","exon",NA,NA,"ENSG00000127483.19_5","HP1BP3","KNOWN","protein_coding","703",NA,NA,NA,NA,NA,NA,"TALONT000279811","NOVEL","TALONT000279811","279811",NA,"10","1094080","1094080","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","chr1",21307720,21308071,352,"-","TALON","exon",NA,NA,"ENSG00000075151.20_4","EIF4G3","KNOWN","protein_coding","705",NA,NA,NA,NA,NA,NA,"TALONT001844526","NOVEL","TALONT001844526","1844526",NA,"2","3779169","3779169","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","chr1",21792228,21792310,83,"+","TALON","exon",NA,NA,"ENSG00000142794.18_3","NBPF3","KNOWN","protein_coding","722",NA,NA,NA,NA,NA,NA,"TALONT000280954","NOVEL","TALONT000280954","280954",NA,"3","1096126","1096126","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","chr1",21781349,21783599,2251,"+","TALON","exon",NA,NA,"ENSG00000142794.18_3","NBPF3","KNOWN","protein_coding","722",NA,NA,NA,NA,NA,NA,"TALONT000280973","NOVEL","TALONT000280973","280973",NA,"3","1096120","1096120","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","chr1",21788593,21788978,386,"+","TALON","exon",NA,NA,"ENSG00000142794.18_3","NBPF3","KNOWN","protein_coding","722",NA,NA,NA,NA,NA,NA,"TALONT001845617","NOVEL","TALONT001845617","1845617",NA,"3","3781257","3781257","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","chr1",21835248,21835604,357,"+","TALON","exon",NA,NA,"ENSG00000162551.14_5","ALPL","KNOWN","protein_coding","724",NA,NA,NA,NA,NA,NA,"TALONT000281178","NOVEL","TALONT000281178","281178",NA,"1","1096529","1096529","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","chr1",21977656,21977885,230,"-","TALON","exon",NA,NA,"ENSG00000076864.19_7","RAP1GAP","KNOWN","protein_coding","727",NA,NA,NA,NA,NA,NA,"TALONT000281219","NOVEL","TALONT000281219","281219",NA,"1","1096607","1096607","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","chr1",22075279,22075376,98,"-","TALON","exon",NA,NA,"ENSG00000090686.16_4","USP48","KNOWN","protein_coding","728",NA,NA,NA,NA,NA,NA,"TALONT001115985","NOVEL","TALONT001115985","1115985",NA,"7","1097094","1097094","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","chr1",23831704,23832677,974,"-","TALON","exon",NA,NA,"ENSG00000007968.7_4","E2F2","KNOWN","protein_coding","789",NA,NA,NA,NA,NA,NA,"TALONT001147332","NOVEL","TALONT001147332","1147332",NA,"7","2497163","2497163","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","chr1",24149093,24149389,297,"-","TALON","exon",NA,NA,"ENSG00000117305.15_6","HMGCL","KNOWN","protein_coding","803",NA,NA,NA,NA,NA,NA,"TALONT000290681","NOVEL","TALONT000290681","290681",NA,"2","1110004","1110004","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","chr1",25588772,25589786,1015,"-","TALON","exon",NA,NA,"ENSG00000117616.18_7","RSRP1","KNOWN","protein_coding","850",NA,NA,NA,NA,NA,NA,"TALONT001180802","NOVEL","TALONT001180802","1180802",NA,"2","2558828","2558828","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","chr1",25756683,25757041,359,"+","TALON","exon",NA,NA,"ENSG00000204178.11_4","MACO1","KNOWN","protein_coding","862",NA,NA,NA,NA,NA,NA,"TALONT000303104","NOVEL","TALONT000303104","303104",NA,"1","1128732","1128732","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","chr1",26201979,26202139,161,"-","TALON","exon",NA,NA,"ENSG00000182749.5_4","PAQR7","KNOWN","protein_coding","874",NA,NA,NA,NA,NA,NA,"TALONT000305167","NOVEL","TALONT000305167","305167",NA,"1","1131721","1131721","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","chr1",26233559,26233709,151,"-","TALON","exon",NA,NA,"ENSG00000117632.23_5","STMN1","KNOWN","protein_coding","876",NA,NA,NA,NA,NA,NA,"TALONT000306861","NOVEL","TALONT000306861","306861",NA,"1","1134115","1134115","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","chr1",26564202,26564379,178,"+","TALON","exon",NA,NA,"ENSG00000130695.15_4","CEP85","KNOWN","protein_coding","899",NA,NA,NA,NA,NA,NA,"TALONT000310324","NOVEL","TALONT000310324","310324",NA,"2","1139526","1139526","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","chr1",26564276,26564379,104,"+","TALON","exon",NA,NA,"ENSG00000130695.15_4","CEP85","KNOWN","protein_coding","899",NA,NA,NA,NA,NA,NA,"TALONT000310325","NOVEL","TALONT000310325","310325",NA,"2","1139530","1139530","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","chr1",26583111,26583367,257,"+","TALON","exon",NA,NA,"ENSG00000130695.15_4","CEP85","KNOWN","protein_coding","899",NA,NA,NA,NA,NA,NA,"TALONT001213255","NOVEL","TALONT001213255","1213255",NA,"5","1139798","1139798","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","chr1",27260740,27260910,171,"+","TALON","exon",NA,NA,"ENSG00000090273.14_4","NUDC","KNOWN","protein_coding","932",NA,NA,NA,NA,NA,NA,"TALONT000317688","NOVEL","TALONT000317688","317688",NA,"3","1150873","1150873","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","chr1",28131487,28131659,173,"+","TALON","exon",NA,NA,"ENSG00000117758.14_4","STX12","KNOWN","protein_coding","974",NA,NA,NA,NA,NA,NA,"TALONT001262603","NOVEL","TALONT001262603","1262603",NA,"5","2704782","2704782","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","chr1",28291862,28291969,108,"+","TALON","exon",NA,NA,"ENSG00000158156.8_3","XKR8","KNOWN","protein_coding","986",NA,NA,NA,NA,NA,NA,"TALONT000322062","NOVEL","TALONT000322062","322062",NA,"3","1157823","1157823","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","chr1",28292230,28292439,210,"+","TALON","exon",NA,NA,"ENSG00000158156.8_3","XKR8","KNOWN","protein_coding","986",NA,NA,NA,NA,NA,NA,"TALONT001271180","NOVEL","TALONT001271180","1271180",NA,"4","2721000","2721000","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","chr1",28406843,28406962,120,"-","TALON","exon",NA,NA,"ENSG00000158161.16_6","EYA3","KNOWN","protein_coding","987",NA,NA,NA,NA,NA,NA,"TALONT001271459","NOVEL","TALONT001271459","1271459",NA,"2","1157943","1157943","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","chr1",31381865,31382447,583,"-","TALON","exon",NA,NA,"ENSG00000162512.16_6","SDC3","KNOWN","protein_coding","1061",NA,NA,NA,NA,NA,NA,"TALONT000327934","NOVEL","TALONT000327934","327934",NA,"1","1168824","1168824","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","chr1",31381803,31381865,63,"-","TALON","exon",NA,NA,"ENSG00000162512.16_6","SDC3","KNOWN","protein_coding","1061",NA,NA,NA,NA,NA,NA,"TALONT001297796","NOVEL","TALONT001297796","1297796",NA,"1","2771982","2771982","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","chr1",31461156,31461227,72,"-","TALON","exon",NA,NA,"ENSG00000134644.15_5","PUM1","KNOWN","protein_coding","1062",NA,NA,NA,NA,NA,NA,"TALONT000328245","NOVEL","TALONT000328245","328245",NA,"8","1169261","1169261","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","chr1",31427791,31427907,117,"-","TALON","exon",NA,NA,"ENSG00000134644.15_5","PUM1","KNOWN","protein_coding","1062",NA,NA,NA,NA,NA,NA,"TALONT000328560","NOVEL","TALONT000328560","328560",NA,"15","1169604","1169604","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","chr1",31759809,31760582,774,"-","TALON","exon",NA,NA,"ENSG00000060688.13_5","SNRNP40","KNOWN","protein_coding","1071",NA,NA,NA,NA,NA,NA,"TALONT001311660","NOVEL","TALONT001311660","1311660",NA,"5","1175253","1175253","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","chr1",31804010,31804130,121,"+","TALON","exon",NA,NA,"ENSG00000121766.15_4","ZCCHC17","KNOWN","protein_coding","1073",NA,NA,NA,NA,NA,NA,"TALONT001312663","NOVEL","TALONT001312663","1312663",NA,"4","2799148","2799148","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","chr1",32093585,32094967,1383,"+","TALON","exon",NA,NA,"ENSG00000121764.11_2","HCRTR1","KNOWN","protein_coding","1084",NA,NA,NA,NA,NA,NA,"TALONT000332972","NOVEL","TALONT000332972","332972",NA,"11","1176170","1176170","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","chr1",32093585,32095467,1883,"+","TALON","exon",NA,NA,"ENSG00000121764.11_2","HCRTR1","KNOWN","protein_coding","1084",NA,NA,NA,NA,NA,NA,"TALONT000332994","NOVEL","TALONT000332994","332994",NA,"2","1176208","1176208","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","chr1",32605356,32605465,110,"+","TALON","exon",NA,NA,"ENSG00000025800.14_4","KPNA6","KNOWN","protein_coding","1103",NA,NA,NA,NA,NA,NA,"TALONT000334399","NOVEL","TALONT000334399","334399",NA,"2","1178291","1178291","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","chr1",32695528,32696034,507,"-","TALON","exon",NA,NA,"ENSG00000220785.7_5","MTMR9LP","KNOWN","transcribed_unprocessed_pseudogene","1112",NA,NA,NA,NA,NA,NA,"TALONT001325351","NOVEL","TALONT001325351","1325351",NA,"5","1179932","1179932","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","chr1",32757525,32757641,117,"+","TALON","exon",NA,NA,"ENSG00000116478.12_5","HDAC1","KNOWN","protein_coding","1116",NA,NA,NA,NA,NA,NA,"TALONT000335566","NOVEL","TALONT000335566","335566",NA,"1","1180099","1180099","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","chr1",33023448,33023566,119,"+","TALON","exon",NA,NA,"ENSG00000160062.15_4","ZBTB8A","KNOWN","protein_coding","1128",NA,NA,NA,NA,NA,NA,"TALONT000341455","NOVEL","TALONT000341455","341455",NA,"3","1188870","1188870","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","chr1",33171232,33171490,259,"+","TALON","exon",NA,NA,"ENSG00000162521.19_6","RBBP4","KNOWN","protein_coding","1131",NA,NA,NA,NA,NA,NA,"TALONT001366374","NOVEL","TALONT001366374","1366374",NA,"12","2895271","2895271","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","chr1",33231004,33231038,35,"+","TALON","exon",NA,NA,"ENSG00000162522.11_3","KIAA1522","KNOWN","protein_coding","1134",NA,NA,NA,NA,NA,NA,"TALONT000344165","NOVEL","TALONT000344165","344165",NA,"1","1193098","1193098","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","chr1",33358601,33358741,141,"+","TALON","exon",NA,NA,"ENSG00000121905.10_3","HPCA","KNOWN","protein_coding","1138",NA,NA,NA,NA,NA,NA,"TALONT001386183","NOVEL","TALONT001386183","1386183",NA,"1","2929530","2929530","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","chr1",33592860,33594050,1191,"+","TALON","exon",NA,NA,"ENSG00000160094.15_5","ZNF362","KNOWN","protein_coding","1154",NA,NA,NA,NA,NA,NA,"TALONT000345860","NOVEL","TALONT000345860","345860",NA,"1","1195943","1195943","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","chr1",33593368,33594050,683,"+","TALON","exon",NA,NA,"ENSG00000160094.15_5","ZNF362","KNOWN","protein_coding","1154",NA,NA,NA,NA,NA,NA,"TALONT000345864","NOVEL","TALONT000345864","345864",NA,"1","1195950","1195950","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","chr1",33722587,33722892,306,"+","TALON","exon",NA,NA,"ENSG00000160094.15_5","ZNF362","KNOWN","protein_coding","1154",NA,NA,NA,NA,NA,NA,"TALONT001392378","NOVEL","TALONT001392378","1392378",NA,"1","2940460","2940460","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","chr1",35564952,35565048,97,"+","TALON","exon",NA,NA,"ENSG00000197056.11_4","ZMYM1","KNOWN","protein_coding","1192",NA,NA,NA,NA,NA,NA,"TALONT000347838","NOVEL","TALONT000347838","347838",NA,"5","1199220","1199220","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","chr1",35565353,35565443,91,"+","TALON","exon",NA,NA,"ENSG00000197056.11_4","ZMYM1","KNOWN","protein_coding","1192",NA,NA,NA,NA,NA,NA,"TALONT000347849","NOVEL","TALONT000347849","347849",NA,"5","1199250","1199250","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
