"","ensembl_gene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","band"
"322","ENSG00000213851","RP11-324J13.1","pseudogene","4",43412058,43412954,"p13"
"323","ENSG00000213857","RP11-12M9.4","pseudogene","22",41470184,41471243,"q13.2"
"324","ENSG00000213862","CTD-2270N23.1","pseudogene","15",48022341,48023132,"q21.1"
"325","ENSG00000213867","RP11-829H16.2","pseudogene","14",31290625,31291049,"q12"
"326","ENSG00000213872","AC092798.2","pseudogene","3",25790979,25791387,"p24.2"
"327","ENSG00000213873","RP11-678D18.1","pseudogene","8",66289827,66290346,"q13.1"
"328","ENSG00000213875","AC005019.2","pseudogene","7",13911481,13912138,"p21.2"
"329","ENSG00000213896","RP11-546M4.1","pseudogene","5",59725730,59726103,"q12.1"
"330","ENSG00000213935","AC092610.12","pseudogene","7",4905063,4905435,"p22.1"
"331","ENSG00000213939","RP11-314A20.1","pseudogene","17",4608111,4608512,"p13.2"
"332","ENSG00000213940","RP11-94D20.1","pseudogene","5",52502391,52503006,"q11.2"
"333","ENSG00000213942","RP1-102E24.1","pseudogene","12",6518803,6519179,"p13.31"
"334","ENSG00000213963","AC074286.1","sense_overlapping","2",178148236,178257419,"q31.2"
"335","ENSG00000213970","RP11-264F23.1","pseudogene","12",4433538,4433977,"p13.32"
"336","ENSG00000213972","RP3-522P13.2","pseudogene","6",25272428,25273979,"p22.2"
"337","ENSG00000213976","CTD-2561J22.2","pseudogene","19",21565667,21569979,"p12"
"338","ENSG00000213981","AC007277.3","antisense","2",171475138,171551884,"q31.1"
"339","ENSG00000213985","AC078899.1","pseudogene","19",20368529,20370227,"p12"
"340","ENSG00000214019","RP6-218J18.2","pseudogene","X",43888578,43890167,"p11.3"
"341","ENSG00000214067","RP11-549L6.2","pseudogene","10",112016822,112017601,"q25.2"
"342","ENSG00000214093","RP11-247I13.3","pseudogene","22",31955469,31955925,"q12.2"
"343","ENSG00000214100","AC079776.2","pseudogene","2",130680435,130691890,"q21.1"
"344","ENSG00000214135","AC024560.3","pseudogene","3",197305084,197354777,"q29"
"345","ENSG00000214144","RP11-488L18.1","pseudogene","1",247393242,247395182,"q44"
"346","ENSG00000214259","RP11-568J23.1","pseudogene","16",85849479,85850142,"q24.1"
"347","ENSG00000214331","RP11-252A24.2","pseudogene","16",74366300,74402138,"q23.1"
"348","ENSG00000214369","AC009967.3","pseudogene","2",170646603,170647395,"q31.1"
"349","ENSG00000214380","RP11-457K10.2","pseudogene","3",109634823,109635787,"q13.13"
"350","ENSG00000214432","AC068831.10","antisense","15",91565849,91579841,"q26.1"
"351","ENSG00000214546","AC087491.2","lincRNA","17",37775866,37778766,"q12"
"352","ENSG00000214558","RP11-74E24.2","pseudogene","6",66011354,66014960,"q12"
"353","ENSG00000214559","RP11-323J4.1","antisense","4",99172839,99182781,"q23"
"354","ENSG00000214650","RP11-83B20.1","lincRNA","12",124997768,124999359,"q24.31"
"355","ENSG00000214654","RP11-27I1.4","pseudogene","9",123555829,123561848,"q33.2"
"356","ENSG00000214719","AC005562.1","processed_transcript","17",28903482,28999807,"q11.2"
"357","ENSG00000214745","RP11-54I5.1","pseudogene","X",55987641,55988915,"p11.21"
"358","ENSG00000214770","RP11-544I20.2","antisense","14",64796149,64805317,"q23.3"
"359","ENSG00000214773","RP11-717D12.1","sense_intronic","3",47643205,47646167,"p21.31"
"360","ENSG00000214776","RP11-726G1.1","pseudogene","12",9620148,9728864,"p13.31"
"361","ENSG00000214783","POLR2J4","processed_transcript","7",43980494,44058774,"p13"
"362","ENSG00000214784","AC010468.1","pseudogene","5",110527924,110528740,"q22.1"
"363","ENSG00000214796","RP11-480I12.5","pseudogene","1",202820956,202830748,"q32.1"
"364","ENSG00000214870","AC004540.5","lincRNA","7",26438213,26538594,"p15.2"
"365","ENSG00000214883","RP11-574M7.2","pseudogene","11",50368213,50381487,"p11.12"
"366","ENSG00000214908","RP11-229M1.2","pseudogene","9",88989881,88990621,"q21.33"
"367","ENSG00000214917","RP11-53I6.1","pseudogene","18",29655848,29656235,"q12.1"
"368","ENSG00000214925","RP3-507I15.1","pseudogene","X",140232663,140233358,"q27.1"
"369","ENSG00000214955","AP000318.2","lincRNA","21",35577356,35697334,"q22.11"
"370","ENSG00000215014","AL645728.1","protein_coding","1",1510355,1511373,"p36.33"
"371","ENSG00000215022","RP1-257A7.4","antisense","6",13265093,13295818,"p24.1"
"372","ENSG00000215068","AC025171.1","antisense","5",43041677,43045492,"p12"
"373","ENSG00000215146","RP11-313J2.1","pseudogene","10",42827314,42863422,"q11.21"
"374","ENSG00000215154","AC141586.5","pseudogene","16",2653351,2680495,"p13.3"
"375","ENSG00000215158","RP11-1023L17.1","pseudogene","5",34164803,34244901,"p13.2"
"376","ENSG00000215159","RP11-629N8.3","antisense","12",65153301,65173098,"q14.3"
"377","ENSG00000215168","RP11-30M20.1","pseudogene","X",65275429,65276429,"q12"
"378","ENSG00000215196","AC091878.1","antisense","5",17130137,17217156,"p15.1"
"379","ENSG00000215237","RP11-54D18.2","pseudogene","9",14993310,15019727,"p22.3"
"380","ENSG00000215241","RP11-266K4.9","lincRNA","12",8388011,8395160,"p13.31"
"381","ENSG00000215263","AC025750.7","pseudogene","2",42759906,42760582,"p21"
"382","ENSG00000215284","RP11-198M15.1","pseudogene","X",46584599,46585253,"p11.23"
"383","ENSG00000215286","RP5-1158E12.2","pseudogene","X",45772553,45773306,"p11.3"
"384","ENSG00000215297","RP11-62E14.2","pseudogene","9",3364329,3364792,"p24.2"
"385","ENSG00000215302","CTD-3092A11.1","pseudogene","15",30762982,30799826,"q13.2"
"386","ENSG00000215381","RP5-1057J7.1","pseudogene","1",23571258,23571717,"p36.12"
"387","ENSG00000215447","BX322557.10","processed_transcript","21",46707967,46711653,"q22.3"
"388","ENSG00000215464","AP000354.2","pseudogene","22",24665314,24666102,"q11.23"
"389","ENSG00000215586","RP5-836E8.1","pseudogene","20",7812445,7812969,"p12.3"
"390","ENSG00000215720","RP1-21O18.3","pseudogene","1",15518324,15519341,"p36.21"
"391","ENSG00000215769","hsa-mir-6080","processed_transcript","17",62745781,62778117,"q24.1"
"392","ENSG00000215796","RP11-551G24.2","pseudogene","1",247206093,247207323,"q44"
"393","ENSG00000215805","RP11-438O11.1","pseudogene","1",240136087,240137545,"q43"
"394","ENSG00000215835","RP11-9L18.2","pseudogene","1",166244866,166246834,"q24.1"
"395","ENSG00000215840","RP11-122G18.7","pseudogene","1",161375858,161376872,"q23.3"
"396","ENSG00000215859","RP6-74O6.2","lincRNA","1",147466094,147484331,"q21.2"
"397","ENSG00000215861","WI2-1896O14.1","pseudogene","1",144676874,144679969,"q21.1"
"398","ENSG00000215895","RP11-334L9.1","pseudogene","1",39174603,39176562,"p34.3"
"399","ENSG00000215899","RP11-439L8.2","pseudogene","1",31960436,31961777,"p35.2"
"400","ENSG00000215905","RP11-4M23.7","pseudogene","1",24334371,24335009,"p36.11"
"401","ENSG00000216285","RP11-490H24.5","pseudogene","12",104424557,104425321,"q23.3"
"402","ENSG00000216316","RP3-354N19.3","pseudogene","6",119590298,119590879,"q22.31"
"403","ENSG00000216368","RP3-486D24.1","pseudogene","6",10118685,10119486,"p24.3"
"404","ENSG00000216480","RP3-393E18.1","pseudogene","6",159947094,159947559,"q25.3"
"405","ENSG00000216548","RP11-471B18.1","pseudogene","6",141243594,141244047,"q24.1"
"406","ENSG00000216613","RP3-406A7.5","pseudogene","6",136740985,136741563,"q23.3"
"407","ENSG00000216639","RP3-355L5.3","pseudogene","6",105746024,105746770,"q21"
"408","ENSG00000216642","RP1-95L4.3","pseudogene","6",143648412,143648792,"q24.2"
"409","ENSG00000216676","RP1-15D7.1","pseudogene","6",27620381,27620604,"p22.1"
"410","ENSG00000216718","RP3-522P13.1","pseudogene","6",25261467,25261959,"p22.2"
"411","ENSG00000216775","RP1-152L7.5","pseudogene","6",52529946,52533953,"p12.2"
"412","ENSG00000216809","RP11-57K17.1","pseudogene","6",118773632,118776155,"q22.31"
"413","ENSG00000216895","AC009403.2","protein_coding","7",155403925,155437899,"q36.3"
"414","ENSG00000217004","RP3-329A5.1","pseudogene","6",35246954,35247596,"p21.31"
"415","ENSG00000217130","RP3-375P9.2","pseudogene","6",34711953,34712450,"p21.31"
"416","ENSG00000217139","RP11-129H15.4","pseudogene","6",122004071,122005418,"q22.31"
"417","ENSG00000217195","RP11-277I20.2","pseudogene","6",145027869,145028183,"q24.2"
"418","ENSG00000217239","RP1-182O16.1","pseudogene","6",5788579,5788932,"p25.1"
"419","ENSG00000217272","RP1-263J7.2","pseudogene","6",86880165,86880736,"q14.3"
"420","ENSG00000217275","RP1-34B20.4","pseudogene","6",26202384,26202882,"p22.2"
"421","ENSG00000217289","AC018865.5","pseudogene","2",130750462,130751613,"q21.1"
"422","ENSG00000217334","RP11-33E24.3","pseudogene","6",86441089,86441729,"q14.3"
"423","ENSG00000217379","RP11-254A17.1","pseudogene","6",19143926,19144391,"p22.3"
"424","ENSG00000217612","RP1-28C20.1","pseudogene","6",145810766,145813228,"q24.3"
"425","ENSG00000217624","RP11-204C16.4","pseudogene","X",41535013,41535747,"p11.4"
"426","ENSG00000217644","RP4-803A2.1","pseudogene","1",33445543,33446073,"p35.1"
"427","ENSG00000217648","RP1-95L4.4","pseudogene","6",143663383,143664520,"q24.2"
"428","ENSG00000217776","RP11-156F23.2","pseudogene","6",87779874,87780179,"q14.3"
"429","ENSG00000217801","RP11-465B22.3","pseudogene","1",995114,1004735,"p36.33"
"430","ENSG00000217835","RP6-159A1.2","pseudogene","X",65176131,65177038,"q12"
"431","ENSG00000218027","RP11-157J24.1","pseudogene","6",1513933,1515524,"p25.3"
"432","ENSG00000218029","RP1-232L24.2","pseudogene","6",80064160,80064430,"q14.1"
"433","ENSG00000218175","AC016739.2","pseudogene","2",177065636,177065980,"q31.1"
"434","ENSG00000218227","RP11-889L3.1","pseudogene","5",177482605,177483195,"q35.3"
"435","ENSG00000218261","RP11-96J19.1","pseudogene","6",53243301,53243659,"p12.1"
"436","ENSG00000218313","RP11-393I2.2","pseudogene","6",87883086,87884021,"q14.3"
"437","ENSG00000218416","AC110619.2","protein_coding","2",241388732,241396131,"q37.3"
"438","ENSG00000218418","RP11-296E7.1","pseudogene","6",80774003,80779916,"q14.1"
"439","ENSG00000218426","RP11-475C16.1","pseudogene","6",153603422,153603868,"q25.2"
"440","ENSG00000218472","RP1-140K8.2","pseudogene","6",3914156,3914526,"p25.2"
"441","ENSG00000218476","RP11-108N13.1","pseudogene","6",23102908,23103774,"p22.3"
"442","ENSG00000218565","RP11-12A2.1","pseudogene","6",139659155,139660717,"q24.1"
"443","ENSG00000218586","RP4-791C19.1","pseudogene","7",55001392,55005877,"p11.2"
"444","ENSG00000218596","RP11-2J18.1","pseudogene","6",157297428,157298206,"q25.3"
"445","ENSG00000218713","RP1-34L19.1","pseudogene","6",53071396,53073495,"p12.1"
"446","ENSG00000219023","RP3-340B19.2","pseudogene","6",35523650,35524041,"p21.31"
"447","ENSG00000219133","RP11-203F10.6","pseudogene","1",204315904,204316386,"q32.1"
"448","ENSG00000219150","RP11-569A2.2","pseudogene","6",111027565,111028085,"q21"
"449","ENSG00000219201","RP11-181C21.4","pseudogene","1",78276507,78277621,"p31.1"
"450","ENSG00000219273","RP1-217P22.2","pseudogene","6",38730681,38732470,"p21.2"
"451","ENSG00000219329","RP11-397G5.2","pseudogene","6",111244769,111245310,"q21"
"452","ENSG00000219451","RPL23P8","pseudogene","7",20866945,20867372,"p21.1"
"453","ENSG00000219470","RP3-337H4.6","pseudogene","6",43506559,43507440,"p21.1"
"454","ENSG00000219487","RP11-365H23.1","pseudogene","6",149433145,149433808,"q25.1"
"455","ENSG00000219529","AP000580.1","pseudogene","11",77524365,77524722,"q14.1"
"456","ENSG00000219532","RP3-323K23.3","pseudogene","6",132140943,132141231,"q23.2"
"457","ENSG00000219559","RP11-346C16.4","pseudogene","6",110883378,110883818,"q21"
"458","ENSG00000219575","RP1-288M22.1","pseudogene","6",72260661,72261346,"q13"
"459","ENSG00000219619","RP11-126M14.1","pseudogene","6",115679662,115679916,"q22.1"
"460","ENSG00000219665","CTD-2006C1.2","processed_transcript","19",12098432,12157090,"p13.2"
"461","ENSG00000219699","RP11-325O24.2","pseudogene","6",127980835,127981724,"q22.33"
"462","ENSG00000219702","RP5-991C6.2","pseudogene","6",82473928,82474220,"q14.1"
"463","ENSG00000219747","RP1-292B18.1","pseudogene","6",151420665,151421069,"q25.1"
"464","ENSG00000219757","RP11-793L10.1","pseudogene","6",102901242,102901667,"q16.3"
"465","ENSG00000219758","RP1-249H1.3","pseudogene","6",114160463,114160808,"q21"
"466","ENSG00000219928","RP11-40C6.2","pseudogene","9",90140217,90140390,"q21.33"
"467","ENSG00000219951","RP11-378G13.2","pseudogene","6",84102135,84103128,"q14.2"
"468","ENSG00000220105","RP11-307I14.2","pseudogene","9",4781475,4782078,"p24.1"
"469","ENSG00000220131","RP4-570O12.2","pseudogene","6",88974877,88975230,"q15"
"470","ENSG00000220161","RP1-37N7.3","lincRNA","17",18314473,18317694,"p11.2"
"471","ENSG00000220343","RP11-440K22.1","pseudogene","3",166783553,166784113,"q26.1"
"472","ENSG00000220412","RP11-95M15.2","pseudogene","6",138026560,138028338,"q23.3"
"473","ENSG00000220472","RP11-69L16.5","pseudogene","6",7339072,7339801,"p24.3"
"474","ENSG00000220506","RP3-415N12.1","pseudogene","6",111816194,111816916,"q21"
"475","ENSG00000220522","RP1-177A13.1","pseudogene","6",127737680,127738097,"q22.33"
"476","ENSG00000220541","RP5-1170D6.1","pseudogene","X",112765753,112766265,"q23"
"477","ENSG00000220614","RP11-480N24.4","pseudogene","6",43295872,43296214,"p21.1"
"478","ENSG00000220685","RP11-530A18.1","pseudogene","6",5066029,5067216,"p25.1"
"479","ENSG00000220694","RP3-403A15.1","pseudogene","6",127756781,127757334,"q22.33"
"480","ENSG00000220695","RP1-121G13.3","pseudogene","6",100978152,100978928,"q16.3"
"481","ENSG00000220734","RP3-510O8.3","pseudogene","6",35733685,35734704,"p21.31"
"482","ENSG00000220804","AC093642.5","pseudogene","2",243030784,243102304,"q37.3"
"483","ENSG00000220920","RP3-525L6.2","pseudogene","6",17953803,17954161,"p22.3"
"484","ENSG00000220960","RP1-72A23.1","pseudogene","6",89769347,89769828,"q15"
"485","ENSG00000221083","SNORA77","snoRNA","1",8571854,8571978,"p36.23"
"486","ENSG00000221164","SNORA11","snoRNA","10",74885838,74885965,"q22.1"
"487","ENSG00000221639","SNORA3","snoRNA","4",74129677,74129801,"q13.3"
"488","ENSG00000222020","AC062017.1","protein_coding","2",240323130,240324058,"q37.3"
"489","ENSG00000222044","RP5-1039K5.16","antisense","22",38428172,38430235,"q13.1"
"490","ENSG00000222345","SNORD19","snoRNA","3",52725394,52725469,"p21.1"
"491","ENSG00000222395","Y_RNA","misc_RNA","18",29843098,29843201,"q12.1"
"492","ENSG00000222489","SNORA79","snoRNA","14",20791338,20791485,"q11.2"
"493","ENSG00000222588","SNORA19","snoRNA","10",120820495,120820623,"q26.11"
"494","ENSG00000222604","SNORA7","snoRNA","14",75178654,75178748,"q24.3"
"495","ENSG00000222881","Y_RNA","misc_RNA","17",38547484,38547590,"q21.2"
"496","ENSG00000222937","SNORD63","snoRNA","5",137894659,137894728,"q31.2"
"497","ENSG00000223343","RP13-131K19.2","antisense","3",49022482,49027421,"p21.31"
"498","ENSG00000223353","RP11-290P14.2","pseudogene","1",245286773,245287752,"q44"
"499","ENSG00000223382","RP1-65J11.1","lincRNA","1",31297075,31307131,"p35.2"
"500","ENSG00000223393","RP5-858B6.3","antisense","1",231010592,231014761,"q42.2"
"501","ENSG00000223396","RPS10P7","lincRNA","1",201487831,201499602,"q32.1"
"502","ENSG00000223401","RP11-211G3.2","lincRNA","3",187461474,187463208,"q27.3"
"503","ENSG00000223427","AC016716.1","pseudogene","2",80389554,80390261,"p12"
"504","ENSG00000223429","RP4-800M22.2","pseudogene","1",52627858,52628698,"p32.3"
"505","ENSG00000223436","AC011625.1","antisense","7",132037093,132052735,"q32.3"
"506","ENSG00000223450","RP11-52I18.1","pseudogene","1",179969573,179969943,"q25.2"
"507","ENSG00000223473","GS1-124K5.3","lincRNA","7",65956083,65958553,"q11.21"
"508","ENSG00000223478","RP11-545E17.3","antisense","9",131486724,131495473,"q34.11"
"509","ENSG00000223500","AC083862.6","pseudogene","7",134813196,134814437,"q33"
"510","ENSG00000223505","RP11-397P13.7","pseudogene","1",203804713,203805040,"q32.1"
"511","ENSG00000223509","RP11-632K20.7","pseudogene","15",32812049,32829127,"q13.3"
"512","ENSG00000223522","AC093690.1","antisense","2",28530558,28533326,"p23.2"
"513","ENSG00000223559","RP11-700P18.1","pseudogene","7",56355923,56359118,"p11.2"
"514","ENSG00000223583","RP3-476K8.4","pseudogene","1",26781144,26781678,"p36.11"
"515","ENSG00000223599","RP11-216N14.7","pseudogene","1",153824582,153825890,"q21.3"
"516","ENSG00000223642","AC008277.1","antisense","2",160242878,160261147,"q24.2"
"517","ENSG00000223653","RP11-131L23.1","antisense","1",85742398,85913807,"p22.3"
"518","ENSG00000223695","RP4-633O19__A.1","lincRNA","22",36784671,36792562,"q12.3"
"519","ENSG00000223697","AF230666.2","antisense","8",133850375,133856543,"q24.22"
"520","ENSG00000223718","AC093107.7","pseudogene","7",135344787,135345401,"q33"
"521","ENSG00000223723","BX842568.2","pseudogene","X",36980269,36981498,"p21.1"
"522","ENSG00000223726","CTA-929C8.7","lincRNA","22",27703444,27714499,"q12.1"
"523","ENSG00000223730","RP1-127B20.4","pseudogene","22",45297427,45298351,"q13.31"
"524","ENSG00000223734","RP11-644K8.1","antisense","2",20251895,20254257,"p24.1"
"525","ENSG00000223738","RP11-781E19.1","pseudogene","3",74150500,74152704,"p13"
"526","ENSG00000223739","AC007389.2","pseudogene","2",65738905,65739210,"p14"
"527","ENSG00000223751","AC116609.2","lincRNA","2",742488,747767,"p25.3"
"528","ENSG00000223770","MIR1255B1","antisense","7",81638493,81659271,"q21.11"
"529","ENSG00000223813","AC007255.8","antisense","7",29553841,29603286,"p14.3"
"530","ENSG00000223861","RP11-74C1.2","pseudogene","1",151529922,151530416,"q21.3"
"531","ENSG00000223878","AC005517.3","pseudogene","17",15410180,15410668,"p12"
"532","ENSG00000223886","RP11-251G23.2","pseudogene","7",105170656,105171118,"q22.3"
"533","ENSG00000223908","AC068657.2","pseudogene","5",159450747,159451052,"q33.3"
"534","ENSG00000223911","AC009480.3","antisense","2",148656970,148660525,"q22.3"
"535","ENSG00000223916","RP11-353H3.1","pseudogene","3",43526464,43527372,"p22.1"
"536","ENSG00000223945","RP11-458I7.1","pseudogene","1",150025846,150027020,"q21.2"
"537","ENSG00000223960","AC009948.5","antisense","2",179278666,179304970,"q31.2"
"538","ENSG00000223969","AC002456.2","antisense","7",90219933,90226667,"q21.13"
"539","ENSG00000223973","AC068491.3","pseudogene","2",112141329,112142569,"q13"
"540","ENSG00000223989","RP11-84A14.5","antisense","1",9908376,9910212,"p36.22"
"541","ENSG00000224023","RP11-383C5.4","lincRNA","10",127389005,127408135,"q26.13"
"542","ENSG00000224046","AC005076.5","antisense","7",86780739,86781736,"q21.12"
"543","ENSG00000224061","AC092106.1","pseudogene","2",106869687,106870173,"q12.2"
"544","ENSG00000224064","RP11-344H11.5","pseudogene","1",27310119,27310515,"p36.11"
"545","ENSG00000224066","RP4-622L5.7","antisense","1",32670370,32672415,"p35.1"
"546","ENSG00000224072","RP11-75A9.3","pseudogene","X",46313532,46316634,"p11.3"
"547","ENSG00000224086","LL22NC03-86G7.1","antisense","22",22292609,22297799,"q11.22"
"548","ENSG00000224114","RP11-343H5.4","pseudogene","1",206869182,206869614,"q32.1"
"549","ENSG00000224152","AC009506.1","antisense","2",160471807,160473593,"q24.2"
"550","ENSG00000224155","RP11-700P18.2","pseudogene","7",56372371,56373219,"p11.2"
"551","ENSG00000224167","RP3-522D1.1","lincRNA","1",113392650,113420493,"p13.2"
"552","ENSG00000224208","AL590762.6","pseudogene","X",70534762,70535729,"q13.1"
"553","ENSG00000224217","RP11-232D9.1","pseudogene","X",115882498,115882845,"q23"
"554","ENSG00000224251","RP11-499O7.7","antisense","10",5037680,5039572,"p15.1"
"555","ENSG00000224282","CTD-2290C23.1","pseudogene","5",31822668,31823243,"p13.3"
"556","ENSG00000224314","RP3-378P9.2","pseudogene","X",116533415,116534044,"q24"
"557","ENSG00000224331","AC019181.3","pseudogene","2",165543797,165544106,"q24.3"
